ID	Individual_ID	Individual_code	Locality	Species_name	Zone	SLA	LA	LDMC	Thickness
157	140144	U02-ILAN-02	U02	Illicium anisatum	U	8.192513527	3783.702333	445.0140114	0.328333336
158	140145	U02-DEDE-03	U02	Dendropanax dentiger	U	17.71610151	1453.197667	321.9774813	0.214166664
159	140146	U02-CYMO-01	U02	Cyclobalanopsis morii	U	8.261033021	1746.281333	555.1912027	0.295833339
160	140147	U02-OSHE-02	U02	Osmanthus heterophyllus	U	7.679574354	857.9563333	515.6960454	0.455833331
161	140148	U02-CATE-03	U02	Camellia tenuifolia	U	8.912026074	392.047	430.3088196	0.345833336
162	140149	U02-RHLE-03	U02	Rhododendron leptosanthum	U	9.687128362	2061.733	413.2797338	0.338333336
163	140150	U02-EUGL-02	U02	Eurya glaberrima	U	11.1899759	1172.073333	375.0478527	0.291666667
164	140151	U02-SYAR-01	U02	Symplocos arisanensis	U	19.5535715	1592.072333	302.5022514	0.220833333
165	140152	U02-CYMO-02	U02	Cyclobalanopsis morii	U	6.094860626	2069.911	563.9442759	0.420833329
166	140153	U02-EUGL-03	U02	Eurya glaberrima	U	10.49639176	1027.854	368.7769495	0.328333336
167	140154	U02-SYSI-02	U02	Sycopsis sinensis	U	9.893781336	2301.57	385.2571323	0.474166666
168	140155	U02-SYSI-03	U02	Sycopsis sinensis	U	7.541467065	4425.203667	521.6724731	0.482499997
169	140156	U02-SYCA-02	U02	Symplocos caudata	U	14.7829876	1162.785333	413.8519157	0.184166669
170	140157	U02-CYMO-03	U02	Cyclobalanopsis morii	U	5.823031858	1924.849333	570.4460568	0.542500007
172	140158	U03-CHOB-01	U03	Chamaecyparis obtusa v. formosana	U	7.182175629	1221.046333	452.5293721	0.777500009
